Economy_Label,Year,Total fonction_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Total fonction_US_dollars_at_current_prices_Footnote,Total fonction_US_dollars_at_current_prices_MissingValue,"Agriculture, sylviculture, peche et chasse_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value","Agriculture, sylviculture, peche et chasse_US_dollars_at_current_prices_Footnote","Agriculture, sylviculture, peche et chasse_US_dollars_at_current_prices_MissingValue","Industries extractives et manufacturieres, construction_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value","Industries extractives et manufacturieres, construction_US_dollars_at_current_prices_Footnote","Industries extractives et manufacturieres, construction_US_dollars_at_current_prices_MissingValue",Transports_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Transports_US_dollars_at_current_prices_Footnote,Transports_US_dollars_at_current_prices_MissingValue,Communications_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Communications_US_dollars_at_current_prices_Footnote,Communications_US_dollars_at_current_prices_MissingValue,Combustibles et energie_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Combustibles et energie_US_dollars_at_current_prices_Footnote,Combustibles et energie_US_dollars_at_current_prices_MissingValue,Protection de l'environnement_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Protection de l'environnement_US_dollars_at_current_prices_Footnote,Protection de l'environnement_US_dollars_at_current_prices_MissingValue,Logement et developpement collectif_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Logement et developpement collectif_US_dollars_at_current_prices_Footnote,Logement et developpement collectif_US_dollars_at_current_prices_MissingValue,Sante_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Sante_US_dollars_at_current_prices_Footnote,Sante_US_dollars_at_current_prices_MissingValue,Enseignement_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Enseignement_US_dollars_at_current_prices_Footnote,Enseignement_US_dollars_at_current_prices_MissingValue,Securite sociale et oeuvres sociales_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Securite sociale et oeuvres sociales_US_dollars_at_current_prices_Footnote,Securite sociale et oeuvres sociales_US_dollars_at_current_prices_MissingValue,Services generaux des administrations publiques_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Services generaux des administrations publiques_US_dollars_at_current_prices_Footnote,Services generaux des administrations publiques_US_dollars_at_current_prices_MissingValue,Defense nationale_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Defense nationale_US_dollars_at_current_prices_Footnote,Defense nationale_US_dollars_at_current_prices_MissingValue,Ordre et securite publics_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Ordre et securite publics_US_dollars_at_current_prices_Footnote,Ordre et securite publics_US_dollars_at_current_prices_MissingValue,"Loisirs, culture et cultes_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value","Loisirs, culture et cultes_US_dollars_at_current_prices_Footnote","Loisirs, culture et cultes_US_dollars_at_current_prices_MissingValue","Tutelle de l'economie generale, des echanges et de l'emploi_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value","Tutelle de l'economie generale, des echanges et de l'emploi_US_dollars_at_current_prices_Footnote","Tutelle de l'economie generale, des echanges et de l'emploi_US_dollars_at_current_prices_MissingValue",Autres branches d'activite_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Autres branches d'activite_US_dollars_at_current_prices_Footnote,Autres branches d'activite_US_dollars_at_current_prices_MissingValue,RetD concernant les affaires economiques_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,RetD concernant les affaires economiques_US_dollars_at_current_prices_Footnote,RetD concernant les affaires economiques_US_dollars_at_current_prices_MissingValue,Affaires economiques n.c.a._Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Affaires economiques n.c.a._US_dollars_at_current_prices_Footnote,Affaires economiques n.c.a._US_dollars_at_current_prices_MissingValue,Autres_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Autres_US_dollars_at_current_prices_Footnote,Autres_US_dollars_at_current_prices_MissingValue
Romania,2014,70782,,,1481,,,740,,,7870,,,176,,,1098,,,1588,,,2497,,,7983,,,5969,,,22743,,,9602,,,1467,,,4198,,,2178,,,746,,,13,,,282,,,151,,,,,
Romania,2015,64053,,,1253,,,906,,,6136,,,112,,,784,,,1704,,,2745,,,7474,,,5447,,,20365,,,8457,,,1542,,,4029,,,1777,,,813,,,23,,,312,,,173,,,,,
Romania,2016,64846,,,960,,,223,,,6261,,,114,,,717,,,1142,,,2282,,,7609,,,6224,,,21673,,,8080,,,3151,,,3836,,,1731,,,380,,,24,,,246,,,195,,,,,
Romania,2017,70614,,,1446,,,721,,,5205,,,87,,,776,,,1053,,,1853,,,9153,,,6016,,,24677,,,8609,,,3774,,,4210,,,2121,,,399,,,21,,,240,,,254,,,,,
Romania,2018,83901,,,1564,,,1170,,,5529,,,159,,,834,,,1767,,,2287,,,11238,,,7637,,,28122,,,10784,,,4032,,,5271,,,2455,,,549,,,29,,,294,,,178,,,,,
Romania,2019,90278,,,1477,,,1174,,,7170,,,120,,,809,,,1814,,,2649,,,12500,,,9108,,,29595,,,10248,,,4192,,,5596,,,2580,,,732,,,39,,,277,,,196,,,,,
Romania,2020,104394,,,2173,,,1350,,,8123,,,143,,,1134,,,1692,,,2780,,,13760,,,9190,,,34416,,,12177,,,5894,,,6317,,,2575,,,2136,,,42,,,289,,,205,,,,,
Romania,2021,113577,,,1868,,,2250,,,8191,,,131,,,1892,,,1986,,,3163,,,15617,,,9241,,,38119,,,14263,,,5500,,,6535,,,2624,,,1632,,,15,,,321,,,228,,,,,
Russia,2000,91127,,,1983,,,3394,,,6286,,,44,,,1049,,,0,,,7587,,,5170,,,7622,,,20958,,,23180,,,7438,,,4163,,,1638,,,,,,,,,,,,,,,,,
Russia,2001,115419,,,2302,,,8039,,,6096,,,42,,,890,,,0,,,7200,,,5843,,,9316,,,29165,,,29083,,,9512,,,5688,,,1895,,,,,,,,,,,,,,,,,
Russia,2002,149336,,,1777,,,8495,,,7414,,,85,,,892,,,607,,,7079,,,7640,,,13029,,,34779,,,46843,,,10054,,,8055,,,2514,,,0,,,0,,,0,,,0,,,,,
Russia,2003,165289,,,2148,,,10437,,,8399,,,134,,,902,,,623,,,8278,,,7808,,,15694,,,45285,,,38593,,,12454,,,11463,,,3271,,,0,,,0,,,0,,,0,,,,,
Russia,2004,200825,,,2744,,,13433,,,8570,,,278,,,901,,,663,,,10125,,,10007,,,20413,,,57819,,,38836,,,15511,,,15689,,,5710,,,0,,,0,,,0,,,0,,,,,
Russia,2005,242670,,,3196,,,487,,,8868,,,487,,,370,,,770,,,16706,,,29956,,,27231,,,66815,,,26710,,,20568,,,22376,,,6421,,,,,,,,,,,,,,,,,
Russia,2006,313707,,,4630,,,0,,,15156,,,750,,,666,,,857,,,23228,,,39892,,,38116,,,81560,,,45887,,,25130,,,26262,,,6936,,,0,,,0,,,0,,,0,,,,,
Russia,2007,524987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,2008,718436,,,11307,,,0,,,6945,,,1746,,,1316,,,1022,,,33139,,,68978,,,66914,,,150920,,,224409,,,36704,,,40116,,,11451,,,,,,,,,,,,,,,,,
Russia,2009,584114,,,9634,,,0,,,7539,,,1415,,,1802,,,848,,,23774,,,61861,,,58566,,,145175,,,143451,,,45031,,,37173,,,10321,,,,,,,,,,,,,,,,,
Russia,2010,643347,,,9421,,,0,,,10518,,,1916,,,1327,,,869,,,22708,,,68454,,,62866,,,203047,,,119797,,,53171,,,41639,,,11097,,,,,,,,,,,,,,,,,
Russia,2011,800464,,,10530,,,0,,,16296,,,2243,,,1419,,,1058,,,31791,,,75280,,,77094,,,228089,,,183222,,,59948,,,47263,,,17667,,,,,,,,,,,,,,,,,
Russia,2012,843092,,,10331,,,0,,,10632,,,2121,,,3972,,,1206,,,26122,,,70639,,,80130,,,249868,,,200990,,,61583,,,58055,,,18269,,,,,,,,,,,,,,,,,
Russia,2013,886926,,,12401,,,0,,,16748,,,2648,,,1024,,,1461,,,28517,,,71800,,,88711,,,272220,,,200087,,,51961,,,62631,,,25809,,,,,,,,,,,,,,,,,
Russia,2014,830424,,,9344,,,1023,,,19154,,,2235,,,890,,,1671,,,22664,,,64740,,,76112,,,226740,,,209331,,,49925,,,53409,,,18466,,,2332,,,26092,,,3543,,,42753,,,,,
Russia,2015,539517,,,5069,,,499,,,5891,,,1258,,,731,,,660,,,10935,,,37177,,,11848,,,169160,,,208275,,,28857,,,31859,,,4983,,,1063,,,13909,,,,,,9132,,,,,
Russia,2016,482883,,,6539,,,452,,,5828,,,1351,,,854,,,1335,,,13370,,,46275,,,46329,,,161356,,,100320,,,29574,,,28900,,,11005,,,1925,,,12051,,,811,,,14608,,,,,
Russia,2017,576686,,,7656,,,498,,,7174,,,1675,,,617,,,2169,,,16217,,,47578,,,54793,,,207203,,,104806,,,32215,,,36650,,,14795,,,2196,,,22742,,,1117,,,16588,,,,,
Russia,2018,568793,,,7608,,,464,,,7707,,,2219,,,648,,,2450,,,17784,,,52607,,,57163,,,191335,,,93781,,,29554,,,36520,,,14841,,,2623,,,28458,,,3066,,,19965,,,,,
Russia,2019,639876,,,7587,,,441,,,9471,,,2295,,,915,,,3755,,,20449,,,56697,,,59417,,,201910,,,139735,,,31576,,,36805,,,16540,,,2376,,,26002,,,1086,,,22819,,,,,
Russia,2020,616989,,,6029,,,430,,,32870,,,2891,,,709,,,3732,,,19100,,,32869,,,55128,,,210574,,,148023,,,29051,,,34612,,,14417,,,1805,,,593,,,1000,,,23154,,,,,
Russia,2021,647701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,2010,204,,,,,,,,,,,,,,,,,,11,,,4,,,24,,,40,,,8,,,52,,,0,,,11,,,2,,,,,,,,,,,,,,,,,
Samoa,2011,258,,,,,,,,,,,,,,,,,,14,,,6,,,31,,,50,,,10,,,65,,,0,,,14,,,2,,,,,,,,,,,,,,,,,
Samoa,2012,261,,,,,,,,,,,,,,,,,,9,,,7,,,49,,,39,,,11,,,58,,,0,,,15,,,2,,,,,,,,,,,,,,,,,
Samoa,2013,242,,,,,,,,,,,,,,,,,,8,,,7,,,49,,,36,,,11,,,58,,,0,,,16,,,2,,,,,,,,,,,,,,,,,
Samoa,2014,281,,,,,,,,,,,,,,,,,,9,,,12,,,58,,,41,,,13,,,63,,,0,,,16,,,2,,,,,,,,,,,,,,,,,
Samoa,2015,238,,,,,,,,,,,,,,,,,,8,,,11,,,40,,,33,,,15,,,60,,,0,,,16,,,2,,,,,,,,,,,,,,,,,
Samoa,2016,235,,,,,,,,,,,,,,,,,,7,,,8,,,34,,,34,,,13,,,54,,,0,,,16,,,2,,,,,,,,,,,,,,,,,
Samoa,2017,251,,,,,,,,,,,,,,,,,,8,,,8,,,32,,,34,,,10,,,48,,,0,,,17,,,2,,,,,,,,,,,,,,,,,
Samoa,2018,251,,,,,,,,,,,,,,,,,,13,,,7,,,31,,,37,,,10,,,62,,,0,,,18,,,2,,,,,,,,,,,,,,,,,
Samoa,2019,248,,,,,,,,,,,,,,,,,,12,,,7,,,42,,,38,,,10,,,61,,,0,,,20,,,2,,,,,,,,,,,,,,,,,
Samoa,2020,257,,,,,,,,,,,,,,,,,,11,,,7,,,43,,,40,,,10,,,257,,,0,,,21,,,2,,,,,,,,,,,,,,,,,
Samoa,2021,295,,,,,,,,,,,,,,,,,,13,,,9,,,50,,,50,,,15,,,295,,,0,,,23,,,2,,,,,,,,,,,,,,,,,
Saint-Marin,2002,404,,,4,,,1,,,,,,4,,,18,,,13,,,9,,,73,,,38,,,132,,,59,,,0,,,12,,,9,,,,,,,,,,,,,,,,,
Saint-Marin,2003,473,,,9,,,3,,,19,,,5,,,28,,,12,,,25,,,71,,,46,,,157,,,72,,,0,,,14,,,15,,,,,,,,,,,,,,,,,
Saint-Marin,2004,588,,,11,,,3,,,24,,,7,,,30,,,20,,,32,,,87,,,48,,,218,,,36,,,0,,,16,,,18,,,,,,,,,,,,,,,,,
Saint-Marin,2005,554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint-Marin,2006,581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint-Marin,2007,692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint-Marin,2019,714,,,5,,,0,,,23,,,3,,,43,,,11,,,9,,,102,,,64,,,294,,,69,,,0,,,17,,,16,,,55,,,5,,,0,,,0,,,,,
Saint-Marin,2020,724,,,5,,,0,,,22,,,3,,,41,,,11,,,9,,,108,,,48,,,304,,,85,,,0,,,17,,,16,,,51,,,5,,,0,,,0,,,,,
Saint-Marin,2021,811,,,5,,,0,,,22,,,3,,,65,,,12,,,10,,,107,,,64,,,356,,,107,,,0,,,17,,,14,,,25,,,5,,,0,,,0,,,,,
Serbia,2000,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable
Serbia,2001,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable
Serbia,2002,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable
Serbia,2003,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable
Serbia,2004,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable
Serbia,2005,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable
Serbia,2006,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable
Serbia,2007,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable,,,Pas applicable
Serbia,2008,22332,,,,,,,,,,,,,,,,,,178,,,943,,,3068,,,2234,,,8335,,,1923,,,1224,,,1241,,,512,,,,,,,,,,,,,,,,,
Serbia,2009,19209,,,,,,,,,,,,,,,,,,118,,,630,,,2698,,,1856,,,7706,,,1622,,,1048,,,1013,,,373,,,,,,,,,,,,,,,,,
Serbia,2010,18180,,,,,,,,,,,,,,,,,,146,,,609,,,2412,,,1631,,,6888,,,1620,,,929,,,978,,,425,,,,,,,,,,,,,,,,,
Serbia,2011,20743,,,375,,,33,,,1255,,,22,,,24,,,169,,,715,,,2736,,,1845,,,7675,,,2097,,,1013,,,1237,,,514,,,,,,,,,,,,,,,,,
Serbia,2012,19102,,,440,,,18,,,1291,,,19,,,19,,,174,,,652,,,2446,,,1667,,,7168,,,2102,,,614,,,1216,,,458,,,,,,,,,,,,,,,,,
Seychelles,2000,336,,,19,,,1,,,9,,,,,,0,,,,,,2,,,23,,,24,,,47,,,99,,,11,,,14,,,7,,,,,,,,,,,,,,,,,
Seychelles,2006,400,,,15,,,0,,,11,,,13,,,11,,,0,,,8,,,33,,,36,,,61,,,133,,,16,,,20,,,15,,,0,,,0,,,0,,,0,,,,,
Seychelles,2007,377,,,19,,,0,,,7,,,5,,,0,,,8,,,11,,,30,,,42,,,43,,,168,,,17,,,21,,,8,,,0,,,0,,,0,,,0,,,,,
Seychelles,2008,267,,,2,,,0,,,5,,,1,,,0,,,8,,,9,,,26,,,22,,,9,,,154,,,11,,,16,,,4,,,0,,,0,,,0,,,0,,,,,
Seychelles,2009,250,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,151,,,11,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,2010,317,,,5,,,0,,,6,,,7,,,0,,,15,,,13,,,37,,,34,,,19,,,132,,,8,,,30,,,12,,,0,,,0,,,0,,,0,,,,,
Seychelles,2011,331,,,3,,,0,,,9,,,4,,,6,,,13,,,21,,,33,,,42,,,46,,,99,,,9,,,32,,,15,,,0,,,0,,,0,,,0,,,,,
Seychelles,2012,343,,,2,,,,,,5,,,6,,,,,,22,,,8,,,39,,,45,,,47,,,118,,,10,,,26,,,8,,,,,,,,,,,,,,,,,
Seychelles,2013,422,,,8,,,,,,9,,,8,,,,,,17,,,18,,,48,,,59,,,52,,,123,,,18,,,42,,,8,,,,,,,,,,,,,,,,,
Seychelles,2014,445,,,7,,,0,,,9,,,3,,,0,,,21,,,23,,,49,,,57,,,52,,,130,,,22,,,44,,,16,,,2,,,10,,,0,,,0,,,,,
Seychelles,2015,462,,,11,,,0,,,10,,,3,,,0,,,20,,,17,,,49,,,58,,,53,,,143,,,19,,,45,,,18,,,2,,,13,,,0,,,0,,,,,
Seychelles,2016,544,,,14,,,0,,,10,,,3,,,0,,,22,,,20,,,55,,,65,,,85,,,157,,,27,,,50,,,19,,,1,,,15,,,0,,,0,,,,,
Seychelles,2018,602,,,20,,,0,,,14,,,4,,,2,,,26,,,30,,,67,,,71,,,102,,,170,,,22,,,39,,,17,,,4,,,15,,,0,,,0,,,,,
Singapore,2000,17472,,,118,,,3,,,2136,,,,,,0,,,0,,,1875,,,895,,,3674,,,620,,,1446,,,4467,,,979,,,11,,,,,,,,,,,,,,,,,
Singapore,2001,18882,,,31,,,9,,,1101,,,,,,,,,0,,,1981,,,1041,,,3671,,,2345,,,1411,,,4544,,,1022,,,14,,,,,,,,,,,,,,,,,
Singapore,2002,16610,,,39,,,12,,,891,,,,,,,,,0,,,1787,,,928,,,3883,,,694,,,1462,,,4739,,,987,,,609,,,,,,,,,,,,,,,,,
Singapore,2003,17205,,,42,,,11,,,840,,,,,,,,,0,,,2489,,,1358,,,3774,,,372,,,1383,,,4898,,,1030,,,67,,,,,,,,,,,,,,,,,
Singapore,2004,18406,,,39,,,13,,,1223,,,,,,,,,0,,,2435,,,1059,,,3975,,,596,,,1662,,,5306,,,1132,,,12,,,,,,,,,,,,,,,,,
Singapore,2005,18484,,,38,,,11,,,1141,,,,,,,,,0,,,2225,,,1075,,,3995,,,376,,,1786,,,5742,,,1124,,,19,,,,,,,,,,,,,,,,,
Singapore,2006,21457,,,38,,,13,,,1159,,,,,,,,,0,,,2271,,,1231,,,4278,,,1731,,,2163,,,6244,,,1228,,,29,,,,,,,,,,,,,,,,,
Singapore,2007,24493,,,72,,,55,,,1114,,,,,,,,,0,,,2985,,,1480,,,5099,,,997,,,3030,,,6856,,,1528,,,117,,,,,,,,,,,,,,,,,
Singapore,2008,31620,,,72,,,67,,,1660,,,,,,,,,0,,,2311,,,1945,,,5897,,,3877,,,3743,,,7808,,,1660,,,450,,,,,,,,,,,,,,,,,
Singapore,2009,32845,,,73,,,70,,,2034,,,,,,,,,0,,,2219,,,2535,,,6021,,,4103,,,2482,,,7823,,,1627,,,684,,,,,,,,,,,,,,,,,
Singapore,2010,34293,,,84,,,90,,,2592,,,,,,,,,0,,,3104,,,2788,,,7209,,,2652,,,2520,,,8383,,,1901,,,710,,,,,,,,,,,,,,,,,
Singapore,2011,40375,,,99,,,118,,,2577,,,,,,,,,0,,,3469,,,3185,,,8413,,,4330,,,2456,,,9244,,,2059,,,989,,,,,,,,,,,,,,,,,
Singapore,2012,38286,,,107,,,141,,,2502,,,,,,,,,0,,,2896,,,3785,,,8168,,,5067,,,2727,,,9515,,,2398,,,978,,,0,,,,,,,,,,,,,,
Singapore,2013,42272,,,117,,,166,,,2373,,,,,,,,,0,,,2336,,,4655,,,9282,,,4456,,,3114,,,9716,,,2575,,,1286,,,,,,,,,,,,,,,,,
Singapore,2014,46127,,,126,,,205,,,2672,,,,,,,,,0,,,2862,,,5584,,,9208,,,5016,,,3438,,,10034,,,2963,,,1611,,,,,,,,,,,,,,,,,
Singapore,2015,53805,,,135,,,60,,,7784,,,0,,,0,,,700,,,2469,,,6500,,,8818,,,5683,,,3218,,,9887,,,2984,,,2002,,,0,,,0,,,3564,,,0,,,,,
Singapore,2016,51900,,,161,,,53,,,4835,,,0,,,0,,,745,,,3222,,,7105,,,9160,,,4607,,,3207,,,10511,,,3157,,,1696,,,0,,,0,,,3443,,,0,,,,,
Singapore,2017,54817,,,165,,,58,,,5370,,,132,,,2,,,1053,,,3991,,,7384,,,9464,,,3379,,,3822,,,10410,,,3811,,,1832,,,2691,,,271,,,556,,,428,,,,,
Singapore,2018,61366,,,162,,,54,,,9883,,,107,,,11,,,1184,,,3872,,,7743,,,9872,,,3494,,,4594,,,10763,,,4398,,,1854,,,2121,,,269,,,524,,,463,,,,,
Singapore,2019,59423,,,132,,,74,,,7515,,,96,,,3,,,1100,,,3642,,,8287,,,9793,,,3319,,,4988,,,10626,,,4390,,,1828,,,2526,,,264,,,306,,,537,,,,,
Singapore,2020,95872,,,142,,,554,,,6515,,,135,,,3,,,4720,,,4572,,,11411,,,10752,,,27134,,,5720,,,9965,,,4170,,,1817,,,6734,,,293,,,64,,,1171,,,,,
Singapore,2021,77194,,,179,,,153,,,8044,,,108,,,82,,,1268,,,5122,,,13344,,,10085,,,7832,,,4879,,,11890,,,4843,,,1969,,,5879,,,449,,,403,,,665,,,,,
Slovakia,2000,15432,,,,,,,,,,,,,,,,,,414,,,294,,,1628,,,1096,,,4159,,,3261,,,399,,,1077,,,331,,,,,,,,,,,,,,,,,
Slovaquie,2001,13945,,,316,,,17,,,1379,,,4,,,13,,,280,,,150,,,1757,,,1110,,,4403,,,2451,,,409,,,1128,,,305,,,122,,,81,,,10,,,11,,,,,
Slovaquie,2002,16042,,,253,,,29,,,1671,,,6,,,15,,,348,,,254,,,2044,,,1220,,,5158,,,2789,,,511,,,1101,,,384,,,153,,,84,,,12,,,11,,,,,
Slovaquie,2003,18946,,,184,,,29,,,1870,,,4,,,16,,,513,,,279,,,2594,,,2050,,,6405,,,2838,,,420,,,1106,,,487,,,94,,,30,,,12,,,15,,,,,
Slovaquie,2004,21781,,,236,,,27,,,2203,,,5,,,15,,,594,,,300,,,2906,,,2164,,,7973,,,2900,,,483,,,1283,,,551,,,91,,,23,,,13,,,16,,,,,
Slovaquie,2005,24951,,,204,,,46,,,2487,,,6,,,27,,,677,,,423,,,4004,,,2440,,,8972,,,3022,,,495,,,1349,,,605,,,136,,,30,,,14,,,16,,,,,
Slovaquie,2006,27472,,,205,,,129,,,2646,,,9,,,18,,,725,,,504,,,4695,,,2759,,,9201,,,3370,,,616,,,1638,,,624,,,152,,,139,,,21,,,22,,,,,
Slovaquie,2007,31493,,,350,,,113,,,2483,,,7,,,22,,,639,,,571,,,5356,,,3160,,,11220,,,3523,,,711,,,1929,,,712,,,206,,,445,,,23,,,24,,,,,
Slovaquie,2008,37320,,,508,,,127,,,3415,,,10,,,29,,,790,,,625,,,6885,,,3718,,,12545,,,4189,,,787,,,2301,,,882,,,244,,,218,,,23,,,26,,,,,
Slovaquie,2009,39700,,,482,,,142,,,3310,,,12,,,362,,,801,,,714,,,6619,,,4002,,,13475,,,5135,,,825,,,2425,,,962,,,234,,,145,,,26,,,29,,,,,
Slovaquie,2010,38416,,,401,,,112,,,2892,,,19,,,373,,,795,,,729,,,6672,,,4124,,,13666,,,4299,,,811,,,2122,,,943,,,208,,,191,,,31,,,28,,,,,
Slovaquie,2011,41323,,,299,,,126,,,3267,,,13,,,607,,,778,,,773,,,6946,,,4265,,,14501,,,4914,,,900,,,2280,,,993,,,258,,,314,,,58,,,31,,,,,
Slovaquie,2012,38899,,,316,,,81,,,2890,,,15,,,685,,,821,,,564,,,6561,,,3801,,,14026,,,4628,,,833,,,2159,,,944,,,221,,,289,,,35,,,30,,,,,
Slovaquie,2013,42022,,,356,,,56,,,2848,,,12,,,846,,,869,,,542,,,6904,,,4082,,,15044,,,5580,,,877,,,2528,,,955,,,209,,,225,,,63,,,28,,,,,
Slovaquie,2014,43878,,,332,,,62,,,4734,,,10,,,753,,,812,,,514,,,7224,,,4095,,,15182,,,5629,,,1001,,,2360,,,858,,,191,,,53,,,38,,,30,,,,,
Slovaquie,2015,40506,,,349,,,74,,,5285,,,28,,,635,,,821,,,603,,,6323,,,3697,,,13007,,,5308,,,772,,,2216,,,874,,,351,,,79,,,45,,,41,,,,,
Slovaquie,2016,38271,,,230,,,60,,,3921,,,26,,,633,,,661,,,442,,,6706,,,3465,,,13385,,,4526,,,780,,,2200,,,726,,,167,,,233,,,39,,,70,,,,,
Slovaquie,2017,37777,,,210,,,48,,,3647,,,32,,,671,,,746,,,433,,,5239,,,3710,,,13908,,,4933,,,923,,,2056,,,780,,,178,,,197,,,26,,,40,,,,,
Slovaquie,2018,42104,,,226,,,78,,,4199,,,48,,,671,,,847,,,547,,,5869,,,4161,,,15180,,,5267,,,1084,,,2330,,,1120,,,210,,,175,,,44,,,47,,,,,
Slovaquie,2019,42848,,,265,,,67,,,4054,,,48,,,631,,,856,,,545,,,6066,,,4487,,,15082,,,5527,,,1152,,,2411,,,1213,,,195,,,160,,,46,,,43,,,,,
Slovaquie,2020,47763,,,289,,,70,,,4094,,,43,,,839,,,986,,,517,,,6504,,,4747,,,16973,,,5869,,,1400,,,2557,,,1095,,,1541,,,152,,,45,,,42,,,,,
Slovaquie,2021,54000,,,313,,,72,,,4382,,,54,,,865,,,1099,,,544,,,8180,,,5050,,,18883,,,6919,,,1550,,,2640,,,1215,,,1957,,,166,,,47,,,64,,,,,
Slovenia,2000,8277,,,170,,,28,,,508,,,7,,,5,,,109,,,111,,,1154,,,1068,,,3106,,,1046,,,195,,,314,,,224,,,139,,,24,,,64,,,4,,,,,
Slovenia,2001,9226,,,199,,,62,,,451,,,7,,,6,,,144,,,122,,,1268,,,1213,,,3348,,,1296,,,236,,,351,,,238,,,180,,,22,,,79,,,4,,,,,
