Economy_Label,Year,Total fonction_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Total fonction_US_dollars_at_current_prices_Footnote,Total fonction_US_dollars_at_current_prices_MissingValue,"Agriculture, sylviculture, peche et chasse_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value","Agriculture, sylviculture, peche et chasse_US_dollars_at_current_prices_Footnote","Agriculture, sylviculture, peche et chasse_US_dollars_at_current_prices_MissingValue","Industries extractives et manufacturieres, construction_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value","Industries extractives et manufacturieres, construction_US_dollars_at_current_prices_Footnote","Industries extractives et manufacturieres, construction_US_dollars_at_current_prices_MissingValue",Transports_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Transports_US_dollars_at_current_prices_Footnote,Transports_US_dollars_at_current_prices_MissingValue,Communications_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Communications_US_dollars_at_current_prices_Footnote,Communications_US_dollars_at_current_prices_MissingValue,Combustibles et energie_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Combustibles et energie_US_dollars_at_current_prices_Footnote,Combustibles et energie_US_dollars_at_current_prices_MissingValue,Protection de l'environnement_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Protection de l'environnement_US_dollars_at_current_prices_Footnote,Protection de l'environnement_US_dollars_at_current_prices_MissingValue,Logement et developpement collectif_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Logement et developpement collectif_US_dollars_at_current_prices_Footnote,Logement et developpement collectif_US_dollars_at_current_prices_MissingValue,Sante_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Sante_US_dollars_at_current_prices_Footnote,Sante_US_dollars_at_current_prices_MissingValue,Enseignement_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Enseignement_US_dollars_at_current_prices_Footnote,Enseignement_US_dollars_at_current_prices_MissingValue,Securite sociale et oeuvres sociales_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Securite sociale et oeuvres sociales_US_dollars_at_current_prices_Footnote,Securite sociale et oeuvres sociales_US_dollars_at_current_prices_MissingValue,Services generaux des administrations publiques_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Services generaux des administrations publiques_US_dollars_at_current_prices_Footnote,Services generaux des administrations publiques_US_dollars_at_current_prices_MissingValue,Defense nationale_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Defense nationale_US_dollars_at_current_prices_Footnote,Defense nationale_US_dollars_at_current_prices_MissingValue,Ordre et securite publics_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Ordre et securite publics_US_dollars_at_current_prices_Footnote,Ordre et securite publics_US_dollars_at_current_prices_MissingValue,"Loisirs, culture et cultes_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value","Loisirs, culture et cultes_US_dollars_at_current_prices_Footnote","Loisirs, culture et cultes_US_dollars_at_current_prices_MissingValue","Tutelle de l'economie generale, des echanges et de l'emploi_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value","Tutelle de l'economie generale, des echanges et de l'emploi_US_dollars_at_current_prices_Footnote","Tutelle de l'economie generale, des echanges et de l'emploi_US_dollars_at_current_prices_MissingValue",Autres branches d'activite_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Autres branches d'activite_US_dollars_at_current_prices_Footnote,Autres branches d'activite_US_dollars_at_current_prices_MissingValue,RetD concernant les affaires economiques_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,RetD concernant les affaires economiques_US_dollars_at_current_prices_Footnote,RetD concernant les affaires economiques_US_dollars_at_current_prices_MissingValue,Affaires economiques n.c.a._Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Affaires economiques n.c.a._US_dollars_at_current_prices_Footnote,Affaires economiques n.c.a._US_dollars_at_current_prices_MissingValue,Autres_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Autres_US_dollars_at_current_prices_Footnote,Autres_US_dollars_at_current_prices_MissingValue
Hong Kong,2017,9395,,,,,,,,,,,,,,,,,,112,,,195,,,917,,,1309,,,2280,,,1262,,,0,,,1613,,,401,,,,,,,,,,,,,,,,,
Hong Kong,2018,9965,,,,,,,,,,,,,,,,,,126,,,172,,,915,,,1441,,,2236,,,1361,,,0,,,1902,,,422,,,,,,,,,,,,,,,,,
Hong Kong,2019,10163,,,,,,,,,,,,,,,,,,186,,,184,,,1092,,,1580,,,2571,,,1064,,,0,,,1458,,,462,,,,,,,,,,,,,,,,,
Hong Kong,2020,12460,,,,,,,,,,,,,,,,,,246,,,160,,,1306,,,1532,,,3368,,,1101,,,0,,,1551,,,323,,,,,,,,,,,,,,,,,
Hong Kong,2021,11585,,,,,,,,,,,,,,,,,,295,,,204,,,1532,,,1491,,,3337,,,1001,,,0,,,1385,,,318,,,,,,,,,,,,,,,,,
Colombia,2009,,,,650,,,24,,,4120,,,160,,,1483,,,1204,,,1183,,,10205,,,9140,,,19856,,,11350,,,3674,,,4420,,,1365,,,1095,,,54,,,0,,,0,,,,,
Colombia,2010,84565,,,906,,,31,,,3866,,,211,,,1997,,,1515,,,1294,,,13179,,,10730,,,24068,,,13916,,,4460,,,5586,,,1522,,,1203,,,82,,,0,,,0,,,,,
Colombia,2011,97989,,,903,,,46,,,5848,,,326,,,3026,,,1876,,,1612,,,15100,,,12312,,,28761,,,15048,,,4185,,,5539,,,1783,,,1531,,,93,,,0,,,0,,,,,
Colombia,2012,112611,,,1180,,,62,,,7322,,,452,,,2762,,,1418,,,1862,,,18647,,,13318,,,31275,,,18125,,,5108,,,6800,,,2097,,,2059,,,126,,,0,,,0,,,,,
Colombia,2013,120144,,,1154,,,81,,,8474,,,333,,,2440,,,1702,,,1876,,,19953,,,15175,,,33370,,,17459,,,5378,,,7556,,,2437,,,2645,,,112,,,0,,,0,,,,,
Colombia,2014,120814,,,1153,,,66,,,8397,,,457,,,1325,,,1692,,,1817,,,20355,,,14713,,,34184,,,18556,,,4957,,,7440,,,2839,,,2760,,,102,,,0,,,0,,,,,
Colombia,2015,93335,,,907,,,52,,,5877,,,253,,,775,,,1725,,,1410,,,15716,,,11923,,,27089,,,13955,,,3643,,,5817,,,2341,,,1766,,,86,,,0,,,0,,,,,
Colombia,2016,89489,,,745,,,46,,,5494,,,234,,,352,,,1430,,,1291,,,15194,,,11246,,,25986,,,14311,,,3540,,,5949,,,1969,,,1643,,,59,,,0,,,0,,,,,
Colombia,2017,99171,,,780,,,56,,,5392,,,258,,,404,,,1722,,,1445,,,16798,,,13020,,,28861,,,15767,,,3728,,,6795,,,2207,,,1873,,,65,,,0,,,0,,,,,
Colombia,2018,111840,,,731,,,62,,,6631,,,253,,,1705,,,1887,,,1815,,,18457,,,14737,,,32365,,,17199,,,3672,,,7390,,,2441,,,1832,,,58,,,0,,,715,,,,,
Colombia,2019,108938,,,675,,,67,,,6509,,,233,,,1019,,,2110,,,1812,,,19023,,,13386,,,31224,,,17028,,,3699,,,6978,,,2588,,,1138,,,101,,,0,,,424,,,,,
Colombia,2020,99370,,,536,,,54,,,4508,,,238,,,194,,,1398,,,1468,,,17497,,,12265,,,30148,,,15007,,,3415,,,6404,,,1601,,,3145,,,49,,,0,,,384,,,,,
Colombia,2021,108133,,,,,,,,,,,,,,,,,,1725,,,1792,,,19344,,,12493,,,31170,,,17522,,,3568,,,6802,,,1944,,,,,,,,,,,,,,,,,
Cook Islands,2009,63,,,,,,,,,,,,,,,,,,1,,,0,,,8,,,8,,,7,,,17,,,1,,,5,,,3,,,,,,,,,,,,,,,,,
Cook Islands,2010,82,,,,,,,,,,,,,,,,,,1,,,0,,,9,,,10,,,9,,,24,,,3,,,5,,,3,,,,,,,,,,,,,,,,,
Cook Islands,2011,97,,,,,,,,,,,,,,,,,,2,,,0,,,10,,,11,,,10,,,34,,,1,,,6,,,1,,,,,,,,,,,,,,,,,
Cook Islands,2012,102,,,,,,,,,,,,,,,,,,1,,,0,,,11,,,11,,,11,,,28,,,1,,,6,,,1,,,,,,,,,,,,,,,,,
Cook Islands,2013,103,,,,,,,,,,,,,,,,,,2,,,0,,,11,,,12,,,11,,,28,,,0,,,6,,,1,,,,,,,,,,,,,,,,,
Cook Islands,2014,133,,,,,,,,,,,,,,,,,,4,,,4,,,11,,,12,,,14,,,26,,,0,,,3,,,1,,,,,,,,,,,,,,,,,
Cook Islands,2015,143,,,,,,,,,,,,,,,,,,4,,,4,,,9,,,11,,,13,,,25,,,6,,,4,,,1,,,,,,,,,,,,,,,,,
Cook Islands,2016,117,,,,,,,,,,,,,,,,,,6,,,2,,,9,,,12,,,13,,,24,,,0,,,7,,,1,,,,,,,,,,,,,,,,,
Cook Islands,2017,104,,,,,,,,,,,,,,,,,,6,,,3,,,8,,,9,,,13,,,28,,,,,,4,,,1,,,,,,,,,,,,,,,,,
Cook Islands,2018,138,,,,,,,,,,,,,,,,,,6,,,5,,,9,,,14,,,13,,,36,,,0,,,4,,,1,,,,,,,,,,,,,,,,,
Cook Islands,2019,118,,,,,,,,,,,,,,,,,,6,,,4,,,11,,,12,,,14,,,35,,,,,,6,,,2,,,,,,,,,,,,,,,,,
Cook Islands,2020,108,,,,,,,,,,,,,,,,,,4,,,2,,,9,,,9,,,14,,,43,,,,,,5,,,1,,,,,,,,,,,,,,,,,
Costa Rica,2012,14526,,,200,,,127,,,788,,,20,,,1,,,192,,,387,,,2969,,,3367,,,3607,,,1384,,,0,,,1087,,,100,,,179,,,35,,,9,,,75,,,,,
Costa Rica,2013,16313,,,220,,,135,,,785,,,15,,,2,,,201,,,420,,,3228,,,3755,,,4147,,,1689,,,0,,,1254,,,140,,,189,,,40,,,11,,,82,,,,,
Costa Rica,2014,16570,,,204,,,139,,,823,,,17,,,1,,,235,,,437,,,3209,,,3805,,,4202,,,1726,,,0,,,1326,,,127,,,192,,,37,,,3,,,86,,,,,
Costa Rica,2015,18020,,,234,,,152,,,867,,,18,,,1,,,292,,,443,,,3476,,,4185,,,4536,,,1911,,,0,,,1433,,,130,,,193,,,37,,,2,,,109,,,,,
Costa Rica,2016,19081,,,242,,,154,,,966,,,19,,,1,,,233,,,478,,,3568,,,4427,,,4886,,,2064,,,0,,,1537,,,129,,,213,,,43,,,3,,,118,,,,,
Costa Rica,2017,19853,,,235,,,192,,,1201,,,17,,,1,,,247,,,462,,,3563,,,4644,,,5023,,,2233,,,0,,,1509,,,151,,,231,,,79,,,2,,,63,,,,,
Costa Rica,2018,20708,,,223,,,217,,,1080,,,20,,,1,,,253,,,489,,,3539,,,4794,,,5369,,,2614,,,0,,,1651,,,137,,,205,,,55,,,2,,,61,,,,,
Costa Rica,2019,22149,,,217,,,211,,,1199,,,20,,,1,,,258,,,482,,,3927,,,4893,,,5886,,,3038,,,0,,,1560,,,132,,,199,,,60,,,2,,,65,,,,,
Costa Rica,2020,23045,,,213,,,204,,,1006,,,20,,,1,,,225,,,462,,,4665,,,4590,,,6202,,,3381,,,0,,,1645,,,117,,,173,,,43,,,4,,,94,,,,,
